Closing_Period,Chart_of_Accounts,Actual,Budget
20230831,122-50030,337132.33,249375
20230831,122-50040,157336.06,207812.5
20230831,122-50050,191194.82,166250
20230831,122-50060,135730.3,124687.5
20230831,122-50070,145830.88,149625
20230831,122-50080,92380.95,99750
20230831,122-60010,-68639.35,-63000
20230831,122-60020,-49829.71,-47250
20230831,122-60030,-35044.09,-31500
20230831,122-60040,-25248.36,-23625
20230831,122-60050,-23506.8,-19687.5
20230831,122-70010,-17360.94,-16625
20230831,122-70020,-12765.9,-12468.75
20230831,122-70030,-14488.82,-14962.5
20230831,122-70040,-19459.32,-18287.5
20230831,122-70050,-24178.83,-24937.5
20230831,122-70060,-47656.76,-41562.5
20230831,122-70070,-6946.92,-6650
20230831,122-70080,-11557.94,-9975
20230831,122-70090,-8289.4,-7481.25
20230831,122-70100,-7004.26,-6234.38
20230831,122-80010,-13520.84,-13125
20230831,122-80020,-18695.27,-17500
20230831,122-80030,-8970.84,-8750
20230831,122-80040,6901.66,6562.5
20230831,122-80050,4962.33,4375
20230831,122-90010,-35137.82,-35000
20230831,122-90020,-9716.75,-8750
20230831,122-90030,-4258.71,-4375
20230831,123-50010,419932.43,415625
20230831,123-50020,343524.57,332500
20230831,123-50030,316340.96,249375
20230831,123-50040,244695.54,207812.5
20230831,123-50050,183873.07,166250
20230831,123-50060,130998.48,124687.5
20230831,123-50070,165151.92,149625
20230831,123-50080,87396.12,99750
20230831,123-60010,-73904.75,-63000
20230831,123-60020,-62307.26,-47250
20230831,123-60030,-38994.95,-31500
20230831,123-60040,-22283.05,-23625
20230831,123-60050,-25753.7,-19687.5
20230831,123-70010,-17488.41,-16625
20230831,123-70020,-13504.76,-12468.75
20230831,123-70030,-13923.56,-14962.5
20230831,123-70040,-18331.06,-18287.5
20230831,123-70050,-27616.11,-24937.5
20230831,123-70060,-43951.07,-41562.5
20230831,123-70070,-6708.83,-6650
20230831,123-70080,-10185.78,-9975
20230831,123-70090,-8213.3,-7481.25
20230831,123-70100,-6684.44,-6234.38
20230831,123-80010,-12633.44,-13125
20230831,123-80020,-18009.25,-17500
20230831,123-80030,-9363.5,-8750
20230831,123-80040,6554.39,6562.5
20230831,123-80050,4250.46,4375
20230831,123-90010,-34292.98,-35000
20230831,123-90020,-8552.54,-8750
20230831,123-90030,-4613.57,-4375
20230831,124-50010,488645.24,415625
20230831,124-50020,336103.66,332500
20230831,124-50030,409892.83,249375
20230831,124-50040,207728.67,207812.5
20230831,124-50050,181237.33,166250
20230831,124-50060,111425.22,124687.5
20230831,124-50070,138672.29,149625
20230831,124-50080,95457.23,99750
20230831,124-60010,-78089.25,-63000
20230831,124-60020,-55861.07,-47250
20230831,124-60030,-33732.36,-31500
20230831,124-60040,-27281.87,-23625
20230831,124-60050,-25920.79,-19687.5
20230831,124-70010,-18074.16,-16625
20230831,124-70020,-13156.5,-12468.75
20230831,124-70030,-15626.55,-14962.5
20230831,124-70040,-18306.64,-18287.5
20230831,124-70050,-25426.34,-24937.5
20230831,124-70060,-44468.42,-41562.5
20230831,124-70070,-7097.83,-6650
20230831,124-70080,-10551.46,-9975
20230831,124-70090,-7740.94,-7481.25
20230831,124-70100,-6931.31,-6234.38
20230831,124-80010,-12167.56,-13125
20230831,124-80020,-15577.66,-17500
20230831,124-80030,-8080.6,-8750
20230831,124-80040,6265.82,6562.5
20230831,124-80050,4229,4375
20230831,124-90010,-34436.6,-35000
20230831,124-90020,-8922.39,-8750
20230831,124-90030,-4471.87,-4375
20230831,125-50010,388298.82,415625
20230831,125-50020,360416.97,332500
20230831,125-50030,257503.97,249375
20230831,125-50040,202932.63,207812.5
20230831,125-50050,180194.34,166250
20230831,125-50060,135050.58,124687.5
20230831,125-50070,178537.7,149625
20230831,125-50080,119278,99750
20230831,125-60010,-76800.73,-63000
20230831,125-60020,-60096.43,-47250
20230831,125-60030,-37250.7,-31500
20230831,125-60040,-26803.33,-23625
20230831,125-60050,-20653.89,-19687.5
20230831,125-70010,-18727.39,-16625
20230831,125-70020,-13043.55,-12468.75
20230831,125-70030,-15879.19,-14962.5
20230831,125-70040,-18407.19,-18287.5
20230831,125-70050,-27338.63,-24937.5
20230831,125-70060,-43528.82,-41562.5
20230831,125-70070,-7258.14,-6650
20230831,125-70080,-9906.22,-9975
20230831,125-70090,-7553.94,-7481.25
20230831,125-70100,-6293.5,-6234.38
20230831,125-80010,-13805.71,-13125
20230831,125-80020,-18559.92,-17500
20230831,125-80030,-8251.7,-8750
20230831,125-80040,7241.01,6562.5
20230831,125-80050,4493.59,4375
20230831,125-90010,-36045.94,-35000
20230831,125-90020,-9655.98,-8750
20230831,125-90030,-3949.82,-4375
20230831,126-50010,491388.47,415625
20230831,126-50020,308888.93,332500
20230831,126-50030,340133.43,249375
20230831,126-50040,183936.9,207812.5
20230831,126-50050,192408.88,166250
20230831,126-50060,131435.07,124687.5
20230831,126-50070,149879.54,149625
20230831,126-50080,112776.62,99750
20230831,126-60010,-69906.58,-63000
20230831,126-60020,-53002.83,-47250
20230831,126-60030,-36727.27,-31500
20230831,126-60040,-26329.14,-23625
20230831,126-60050,-20982.08,-19687.5
20230831,126-70010,-17169.87,-16625
20230831,126-70020,-12185.22,-12468.75
20230831,126-70030,-16154.01,-14962.5
20230831,126-70040,-21293.18,-18287.5
20230831,126-70050,-26117.33,-24937.5
20230831,126-70060,-45903.8,-41562.5
20230831,126-70070,-6830.75,-6650
20230831,126-70080,-11054.53,-9975
20230831,126-70090,-8230.32,-7481.25
20230831,126-70100,-6829.98,-6234.38
20230831,126-80010,-10934.49,-13125
20230831,126-80020,-16743.25,-17500
20230831,126-80030,-8627.12,-8750
20230831,126-80040,6956.81,6562.5
20230831,126-80050,4623.6,4375
20230831,126-90010,-30349.93,-35000
20230831,126-90020,-9729.19,-8750
20230831,126-90030,-4390.41,-4375
20230831,127-50010,447918.66,415625
20230831,127-50020,437098.08,332500
20230831,127-50030,242521.85,249375
20230831,127-50040,186434.08,207812.5
20230831,127-50050,128064.65,166250
20230831,127-50060,135646.74,124687.5
20230831,127-50070,173516.45,149625
20230831,127-50080,118211.29,99750
20230831,127-60010,-74327.83,-63000
20230831,127-60020,-54163.87,-47250
20230831,127-60030,-36095.2,-31500
20230831,127-60040,-28839.34,-23625
20230831,127-60050,-27421.68,-19687.5
20230831,127-70010,-18207.37,-16625
20230831,127-70020,-13995.63,-12468.75
20230831,127-70030,-15748.32,-14962.5
20230831,127-70040,-18552.34,-18287.5
20230831,127-70050,-25160.03,-24937.5
20230831,127-70060,-44684.16,-41562.5
20230831,127-70070,-6711.19,-6650
20230831,127-70080,-10131.51,-9975
20230831,127-70090,-8752.07,-7481.25
20230831,127-70100,-6794.53,-6234.38
20230831,127-80010,-12935.62,-13125
20230831,127-80020,-16102.31,-17500
20230831,127-80030,-8150.76,-8750
20230831,127-80040,6956.68,6562.5
20230831,127-80050,3931.88,4375
20230831,127-90010,-34917.27,-35000
20230831,127-90020,-9056.97,-8750
20230831,127-90030,-5383.01,-4375
20230831,128-50010,373022.57,415625
20230831,128-50020,314023.51,332500
20230831,128-50030,241033.08,249375
20230831,128-50040,214857.68,207812.5
20230831,128-50050,194071.37,166250
20230831,128-50060,134112.83,124687.5
20230831,128-50070,117755.29,149625
20230831,128-50080,87459.55,99750
20230831,128-60010,-75144.62,-63000
20230831,128-60020,-51576.14,-47250
20230831,128-60030,-30777.52,-31500
20230831,128-60040,-19291.12,-23625
20230831,128-60050,-24111.43,-19687.5
20230831,128-70010,-17266.94,-16625
20230831,128-70020,-13484.31,-12468.75
20230831,128-70030,-16782.37,-14962.5
20230831,128-70040,-18066.65,-18287.5
20230831,128-70050,-26651.35,-24937.5
20230831,128-70060,-47077.98,-41562.5
20230831,128-70070,-6980.85,-6650
20230831,128-70080,-9766.68,-9975
20230831,128-70090,-7923.49,-7481.25
20230831,128-70100,-6537.72,-6234.38
20230831,128-80010,-12673.93,-13125
20230831,128-80020,-16437.13,-17500
20230831,128-80030,-8240.49,-8750
20230831,128-80040,6159.29,6562.5
20230831,128-80050,4484.74,4375
20230831,128-90010,-32857.94,-35000
20230831,128-90020,-8998.62,-8750
20230831,128-90030,-4552.1,-4375
20230831,129-50010,362494,415625
20230831,129-50020,368124.69,332500
20230831,129-50030,247993.57,249375
20230831,129-50040,242400.2,207812.5
20230831,129-50050,214357.37,166250
20230831,129-50060,134974.66,124687.5
20230831,129-50070,178665.72,149625
20230831,129-50080,157248.22,99750
20230831,129-60010,-78058.1,-63000
20230831,129-60020,-48987.23,-47250
20230831,129-60030,-40855.6,-31500
20230831,129-60040,-24359.35,-23625
20230831,129-60050,-21536.06,-19687.5
20230831,129-70010,-17953.17,-16625
20230831,129-70020,-14400.36,-12468.75
20230831,129-70030,-16136.84,-14962.5
20230831,129-70040,-19728.75,-18287.5
20230831,129-70050,-26550.63,-24937.5
20230831,129-70060,-41728.43,-41562.5
20230831,129-70070,-7658.04,-6650
20230831,129-70080,-10459.4,-9975
20230831,129-70090,-7571.92,-7481.25
20230831,129-70100,-6905.8,-6234.38
20230831,129-80010,-14135.55,-13125
20230831,129-80020,-16948.44,-17500
20230831,129-80030,-8187.18,-8750
20230831,129-80040,5953.73,6562.5
20230831,129-80050,4345.63,4375
20230831,129-90010,-36850.18,-35000
20230831,129-90020,-7603.85,-8750
20230831,129-90030,-4492.22,-4375
20230831,130-50010,303151.1,415625
20230831,130-50020,288705.46,332500
20230831,130-50030,263477.96,249375
20230831,130-50040,189116.88,207812.5
20230831,130-50050,190930.43,166250
20230831,130-50060,141910.45,124687.5
20230831,130-50070,204785.45,149625
20230831,130-50080,82286.74,99750
20230831,130-60010,-76011.09,-63000
20230831,130-60020,-50545.79,-47250
20230831,130-60030,-37084.42,-31500
20230831,130-60040,-26573.35,-23625
20230831,130-60050,-20817.76,-19687.5
20230831,130-70010,-16043.6,-16625
20230831,130-70020,-14011.33,-12468.75
20230831,130-70030,-16208.35,-14962.5
20230831,130-70040,-18616.85,-18287.5
20230831,130-70050,-25975.99,-24937.5
20230831,130-70060,-42948.61,-41562.5
20230831,130-70070,-7126.04,-6650
20230831,130-70080,-10994.63,-9975
20230831,130-70090,-7506.57,-7481.25
20230831,130-70100,-6035.66,-6234.38
20230831,130-80010,-11047.18,-13125
20230831,130-80020,-17246.77,-17500
20230831,130-80030,-9001.58,-8750
20230831,130-80040,7184.91,6562.5
20230831,130-80050,4153.7,4375
20230831,130-90010,-28315.76,-35000
20230831,130-90020,-7076.55,-8750
20230831,130-90030,-4062.6,-4375
20230831,131-50010,357573.44,415625
20230831,131-50020,232471.9,332500
20230831,131-50030,269585.26,249375
20230831,131-50040,228474.12,207812.5
20230831,131-50050,197780.47,166250
20230831,131-50060,149194.63,124687.5
20230831,131-50070,147177.52,149625
20230831,131-50080,115778.14,99750
20230831,131-60010,-81699.9,-63000
20230831,131-60020,-46338,-47250
20230831,131-60030,-37557.19,-31500
20230831,131-60040,-26428.75,-23625
20230831,131-60050,-21633.71,-19687.5
20230831,131-70010,-17370.24,-16625
20230831,131-70020,-12787.71,-12468.75
20230831,131-70030,-16779.38,-14962.5
20230831,131-70040,-18968.53,-18287.5
20230831,131-70050,-25489.34,-24937.5
20230831,131-70060,-44294.93,-41562.5
20230831,131-70070,-7136.37,-6650
20230831,131-70080,-10439.24,-9975
20230831,131-70090,-8067.95,-7481.25
20230831,131-70100,-6708.46,-6234.38
20230831,131-80010,-12667.06,-13125
20230831,131-80020,-17692.84,-17500
20230831,131-80030,-8693.65,-8750
20230831,131-80040,6382.36,6562.5
20230831,131-80050,4736.6,4375
20230831,131-90010,-30616.88,-35000
20230831,131-90020,-8855.89,-8750
20230831,131-90030,-4846.02,-4375
20230831,132-50010,419040.46,415625
20230831,132-50020,419429.43,332500
20230831,132-50030,210097.71,249375
20230831,132-50040,186841.69,207812.5
20230831,132-50050,139062.3,166250
20230831,132-50060,147617.65,124687.5
20230831,132-50070,174032.29,149625
20230831,132-50080,102543.17,99750
20230831,132-60010,-74394.53,-63000
20230831,132-60020,-68244.33,-47250
20230831,132-60030,-28806.74,-31500
20230831,132-60040,-22559.24,-23625
20230831,132-60050,-13150.87,-19687.5
20230831,132-70010,-16380.53,-16625
20230831,132-70020,-13864.7,-12468.75
20230831,132-70030,-16092.76,-14962.5
20230831,132-70040,-19021.69,-18287.5
20230831,132-70050,-25478.45,-24937.5
20230831,132-70060,-49539.3,-41562.5
20230831,132-70070,-6990.02,-6650
20230831,132-70080,-10184.47,-9975
20230831,132-70090,-8515.9,-7481.25
20230831,132-70100,-7092.05,-6234.38
20230831,132-80010,-12444.17,-13125
20230831,132-80020,-19894.48,-17500
20230831,132-80030,-8653.31,-8750
20230831,132-80040,6425.71,6562.5
20230831,132-80050,4294.04,4375
20230831,132-90010,-34524.86,-35000
20230831,132-90020,-8486.77,-8750
20230831,132-90030,-4855.43,-4375
20230831,133-50010,583511.95,415625
20230831,133-50020,373417.66,332500
20230831,133-50030,288680.88,249375
20230831,133-50040,205222.04,207812.5
20230831,133-50050,163641.16,166250
20230831,133-50060,136864.07,124687.5
20230831,133-50070,162963.65,149625
20230831,133-50080,104451.97,99750
20230831,133-60010,-65702.84,-63000
20230831,133-60020,-52195.78,-47250
20230831,133-60030,-34884.35,-31500
20230831,133-60040,-27902.89,-23625
20230831,133-60050,-20365.96,-19687.5
20230831,133-70010,-17989.82,-16625
20230831,133-70020,-12464.12,-12468.75
20230831,133-70030,-16927.36,-14962.5
20230831,133-70040,-19997.56,-18287.5
20230831,133-70050,-25321.31,-24937.5
20230831,133-70060,-43286.49,-41562.5
20230831,133-70070,-6941.27,-6650
20230831,133-70080,-11320.19,-9975
20230831,133-70090,-7799.64,-7481.25
20230831,133-70100,-6506.84,-6234.38
20230831,133-80010,-12763.19,-13125
20230831,133-80020,-17197.77,-17500
20230831,133-80030,-8262.09,-8750
20230831,133-80040,6737.37,6562.5
20230831,133-80050,4476.98,4375
20230831,133-90010,-35585.41,-35000
20230831,133-90020,-9830.85,-8750
20230831,133-90030,-4406.62,-4375
20230831,134-50010,486810.13,415625
20230831,134-50020,453678.95,332500
20230831,134-50030,306183.16,249375
20230831,134-50040,249645.85,207812.5
20230831,134-50050,219999.28,166250
20230831,134-50060,127313.75,124687.5
20230831,134-50070,188754.51,149625
20230831,134-50080,100539.99,99750
20230831,134-60010,-61725.05,-63000
20230831,134-60020,-50861.85,-47250
20230831,134-60030,-28367.43,-31500
20230831,134-60040,-25325.8,-23625
20230831,134-60050,-23256.89,-19687.5
20230831,134-70010,-18946.75,-16625
20230831,134-70020,-12023.53,-12468.75
20230831,134-70030,-17240.28,-14962.5
20230831,134-70040,-18933.06,-18287.5
20230831,134-70050,-26853.34,-24937.5
20230831,134-70060,-43703.6,-41562.5
20230831,134-70070,-6708.51,-6650
20230831,134-70080,-10435.26,-9975
20230831,134-70090,-8081.58,-7481.25
20230831,134-70100,-6782.2,-6234.38
20230831,134-80010,-13519.79,-13125
20230831,134-80020,-17826.05,-17500
20230831,134-80030,-8757.09,-8750
20230831,134-80040,6036.01,6562.5
20230831,134-80050,4705.75,4375
20230831,134-90010,-37634.19,-35000
20230831,134-90020,-9016.08,-8750
20230831,134-90030,-4723.66,-4375
20230831,135-50010,468429.55,415625
20230831,135-50020,384592.11,332500
20230831,135-50030,280349.19,249375
20230831,135-50040,127430.79,207812.5
20230831,135-50050,172121.66,166250
20230831,135-50060,150552.29,124687.5
20230831,135-50070,172875.42,149625
20230831,135-50080,75833.3,99750
20230831,135-60010,-79649.82,-63000
20230831,135-60020,-55396.88,-47250
20230831,135-60030,-37425.16,-31500
20230831,135-60040,-26282.23,-23625
20230831,135-60050,-23342.17,-19687.5
20230831,135-70010,-17910.55,-16625
20230831,135-70020,-12779.93,-12468.75
20230831,135-70030,-14766.8,-14962.5
20230831,135-70040,-19319.12,-18287.5
20230831,135-70050,-25370.41,-24937.5
20230831,135-70060,-47392.02,-41562.5
20230831,135-70070,-6938.74,-6650
20230831,135-70080,-11058.72,-9975
20230831,135-70090,-7393.59,-7481.25
20230831,135-70100,-6676.19,-6234.38
20230831,135-80010,-12508.43,-13125
20230831,135-80020,-16447.6,-17500
20230831,135-80030,-8813,-8750
20230831,135-80040,6686.24,6562.5
20230831,135-80050,4704.55,4375
20230831,135-90010,-31318.33,-35000
20230831,135-90020,-9081.9,-8750
20230831,135-90030,-4598,-4375
20230831,136-50010,368802.97,415625
20230831,136-50020,332320.23,332500
20230831,136-50030,254227.19,249375
20230831,136-50040,302184.78,207812.5
20230831,136-50050,182111.73,166250
20230831,136-50060,123682.57,124687.5
20230831,136-50070,166862.16,149625
20230831,136-50080,107353.27,99750
20230831,136-60010,-70029.49,-63000
20230831,136-60020,-57549.9,-47250
20230831,136-60030,-36654.92,-31500
20230831,136-60040,-28576.99,-23625
20230831,136-60050,-19345.3,-19687.5
20230831,136-70010,-16830.49,-16625
20230831,136-70020,-12790.75,-12468.75
20230831,136-70030,-16522.21,-14962.5
20230831,136-70040,-19133.33,-18287.5
20230831,136-70050,-28068.16,-24937.5
20230831,136-70060,-40919.48,-41562.5
20230831,136-70070,-7398.9,-6650
20230831,136-70080,-10405.43,-9975
20230831,136-70090,-7780.9,-7481.25
20230831,136-70100,-6538.64,-6234.38
20230831,136-80010,-14497.55,-13125
20230831,136-80020,-18273.95,-17500
20230831,136-80030,-9000.79,-8750
20230831,136-80040,6687.08,6562.5
20230831,136-80050,4327.71,4375
20230831,136-90010,-35691.57,-35000
20230831,136-90020,-10663.27,-8750
20230831,136-90030,-4181.22,-4375
20230831,137-50010,422766.21,415625
20230831,137-50020,272886.4,332500
20230831,137-50030,283851.51,249375
20230831,137-50040,189495.18,207812.5
20230831,137-50050,111059.06,166250
20230831,137-50060,137877.72,124687.5
20230831,137-50070,176004.89,149625
20230831,137-50080,123453.65,99750
20230831,137-60010,-69083.33,-63000
20230831,137-60020,-54041.15,-47250
20230831,137-60030,-34221.44,-31500
20230831,137-60040,-26057.64,-23625
20230831,137-60050,-22296.91,-19687.5
20230831,137-70010,-17248.25,-16625
20230831,137-70020,-13055.11,-12468.75
20230831,137-70030,-16413.74,-14962.5
20230831,137-70040,-20141.86,-18287.5
20230831,137-70050,-27299.6,-24937.5
20230831,137-70060,-43037.14,-41562.5
20230831,137-70070,-6506.22,-6650
20230831,137-70080,-10440.33,-9975
